startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2017-06-01T00:00:00Z","2017-06-01T00:30:00Z",97.44,96.90,97.90,0.12,900,2.20,0.01,0,11.914,11.830,11.980,0.001,900,0.190,0.001,0,11.473,11.310,11.560,0.003,900,0.162,0.002,0
"2017-06-01T00:30:00Z","2017-06-01T01:00:00Z",95.88,94.20,97.15,0.79,900,2.20,0.03,0,11.833,11.750,11.940,0.002,900,0.190,0.002,0,11.149,10.970,11.330,0.011,900,0.166,0.004,0
"2017-06-01T01:00:00Z","2017-06-01T01:30:00Z",96.30,95.73,96.86,0.07,900,2.20,0.01,0,11.973,11.850,12.060,0.004,900,0.190,0.002,0,11.355,11.240,11.490,0.004,900,0.164,0.002,0
"2017-06-01T01:30:00Z","2017-06-01T02:00:00Z",96.92,96.66,97.16,0.01,900,2.20,0.00,0,12.112,12.020,12.170,0.001,900,0.190,0.001,0,11.591,11.490,11.640,0.001,900,0.162,0.001,0
"2017-06-01T02:00:00Z","2017-06-01T02:30:00Z",95.88,94.45,96.70,0.80,900,2.20,0.03,0,12.195,12.110,12.370,0.007,900,0.190,0.003,0,11.509,11.350,11.670,0.007,900,0.165,0.003,0
"2017-06-01T02:30:00Z","2017-06-01T03:00:00Z",93.48,91.48,95.07,1.36,900,2.20,0.04,0,12.188,11.890,12.510,0.030,900,0.190,0.006,0,11.118,10.940,11.550,0.029,900,0.170,0.006,0
"2017-06-01T03:00:00Z","2017-06-01T03:30:00Z",95.81,94.61,96.81,0.37,900,2.20,0.02,0,11.791,11.640,11.890,0.006,900,0.190,0.003,0,11.097,10.980,11.190,0.002,900,0.165,0.002,0
"2017-06-01T03:30:00Z","2017-06-01T04:00:00Z",93.10,89.61,96.88,5.38,900,2.21,0.08,0,12.191,11.640,12.550,0.084,900,0.191,0.010,0,11.055,10.810,11.280,0.015,900,0.172,0.004,0
"2017-06-01T04:00:00Z","2017-06-01T04:30:00Z",84.26,76.45,93.36,25.85,900,2.23,0.17,0,13.110,11.960,14.070,0.438,900,0.195,0.022,0,10.439,9.900,11.090,0.072,900,0.196,0.009,0
"2017-06-01T04:30:00Z","2017-06-01T05:00:00Z",93.42,90.37,95.79,1.66,900,2.20,0.04,0,11.965,11.660,12.560,0.039,900,0.190,0.007,0,10.888,10.700,11.300,0.016,900,0.171,0.004,0
